,YEAR_op,TIMESTAMP,STOCK_TECHNO,stockLevel_Pvar
0,2040,1,saltCavernH2_G,-0.0
1,2040,1,Battery,0.0
2,2040,1,tankH2_G,25612.159900099246
3,2040,2,saltCavernH2_G,-0.0
4,2040,2,Battery,0.0
5,2040,2,tankH2_G,25612.159900099246
6,2040,3,saltCavernH2_G,-0.0
7,2040,3,Battery,0.0
8,2040,3,tankH2_G,26923.178114969527
9,2040,4,saltCavernH2_G,-0.0
10,2040,4,Battery,0.0
11,2040,4,tankH2_G,26923.178114969527
12,2040,5,saltCavernH2_G,-0.0
13,2040,5,Battery,0.0
14,2040,5,tankH2_G,28234.196329839808
15,2040,6,saltCavernH2_G,-0.0
16,2040,6,Battery,0.0
17,2040,6,tankH2_G,28234.196329839808
18,2040,7,saltCavernH2_G,-0.0
19,2040,7,Battery,0.0
20,2040,7,tankH2_G,29545.21454471009
21,2040,8,saltCavernH2_G,-0.0
22,2040,8,Battery,0.0
23,2040,8,tankH2_G,29385.113608795335
24,2040,9,saltCavernH2_G,-0.0
25,2040,9,Battery,0.0
26,2040,9,tankH2_G,29385.113608795335
27,2040,10,saltCavernH2_G,-0.0
28,2040,10,Battery,0.0
29,2040,10,tankH2_G,28806.97283297068
30,2040,11,saltCavernH2_G,-0.0
31,2040,11,Battery,0.0
32,2040,11,tankH2_G,28197.6339998733
33,2040,12,saltCavernH2_G,-0.0
34,2040,12,Battery,0.0
35,2040,12,tankH2_G,27578.70322843176
36,2040,13,saltCavernH2_G,-0.0
37,2040,13,Battery,0.0
38,2040,13,tankH2_G,26954.999882120093
39,2040,14,saltCavernH2_G,-0.0
40,2040,14,Battery,0.0
41,2040,14,tankH2_G,28257.333466498338
42,2040,15,saltCavernH2_G,-0.0
43,2040,15,Battery,0.0
44,2040,15,tankH2_G,29545.21454471009
45,2040,16,saltCavernH2_G,-0.0
46,2040,16,Battery,0.0
47,2040,16,tankH2_G,29545.21454471009
48,2040,17,saltCavernH2_G,-0.0
49,2040,17,Battery,0.0
50,2040,17,tankH2_G,29545.21454471009
51,2040,18,saltCavernH2_G,-0.0
52,2040,18,Battery,0.0
53,2040,18,tankH2_G,28929.691294599717
54,2040,19,saltCavernH2_G,-0.0
55,2040,19,Battery,0.0
56,2040,19,tankH2_G,28344.952911372467
57,2040,20,saltCavernH2_G,-0.0
58,2040,20,Battery,0.0
59,2040,20,tankH2_G,27785.085310612747
60,2040,21,saltCavernH2_G,-0.0
61,2040,21,Battery,0.0
62,2040,21,tankH2_G,27233.85524232056
63,2040,22,saltCavernH2_G,-0.0
64,2040,22,Battery,0.0
65,2040,22,tankH2_G,27233.85524232056
